,Tweet,Label,char_counts,word_counts,avg_wordlength,hashtag_counts,mentions_counts,digits_counts,clean_tweet
137, krlo isme kya hai... apko nahi mlsa to kisi ko q hoga. 🙃,1,44,13,3.3846153846153846,0,0,2,krlo isme apko nahi mlsa kisi q hoga
138,faasla rakhain phir bad men ap ka istakharaa nhn mil rha hota... ,1,53,12,4.416666666666667,0,0,1,faasla rakhain phir bad men ap istakharaa nhn
139,aao randi mere land pe bethho jannat dikha dunga,0,40,9,4.444444444444445,0,0,0,aao randi mere land bethho jannat dikha dunga
140,aby pgly bs kr rulay ga kia,1,21,7,3.0,0,0,0,aby pgly bs rulay kia
141,😲😲😂 ye mene kia dekh lia 😂😜 kon hy ye aadmiii😂🤣,1,37,11,3.3636363636363638,0,0,0,ye mene kia dekh lia kon ye aadmi
142,"mera to dil der gya, establishment itni ahmaq hai, ke dobara ss ko pm bananye lagi hai",0,70,17,4.117647058823529,0,0,2,mera dil der establishment itni ahmaq ke dobara ss pm bananye lagi
143,gandoo ke bache sharabi bharwe tu pakistan to aa,0,40,9,4.444444444444445,0,0,0,gandoo ke bache sharabi bharwe pakistan aa
144,hahahahaha ... halala and triple ts are desired by muslims as per pe #sharia or saria ! big confusions,1,84,19,4.421052631578948,1,0,1,hahahahaha halala triple ts desired muslims sharia saria big confusions
145,bhenchod,0,8,1,8.0,0,0,0,bhenchod
146, behere andhe ho gaye hai aaj..  ko #siddharthshuklason_in_law_of_colors english mein baat kar raha hai..  change the bigg boss person,0,113,19,5.947368421052632,1,0,2,behere andhe gaye aaj siddharthshuklason in law of colors english mein baat change bigg boss person
147,yes agreed 👍🏻koi haqooq ly kar pyda nahin hoi... alhamdulillah aourat ko tahfuz deen e islam ny diya quran pak se milay sub haq 😍. ,1,106,25,4.24,0,0,2,yes agreed koi haqooq ly pyda nahin hoi alhamdulillah aourat tahfuz deen e islam diya quran pak milay sub haq
148,phr akhroat hi kha chlgoze ko bhul ja. 😂,1,32,9,3.5555555555555554,0,0,1,akhroat kha chlgoze bhul
149,hahahaha. 😂😂 phr bhe akmal ka nam nhai lene ka us beghairt ko jitne chance mile kisi aur ko milte world record banta,0,94,23,4.086956521739131,0,0,1,hahahaha bhe akmal nam nhai lene beghairt jitne chance mile kisi milte world record banta
150,u sure? 1 sara din wala interact karne wala kam ho jaye ga ap ka medu apaaa,1,59,17,3.4705882352941178,0,0,1,u sure 1 sara din interact karne kam jaye ap medu apa
151,teri behan ka yaar idar he rundi k bachy  is time teri man k sath soya hua hon main or tu yahan behan c.h.u.d.w.a raha hey 🤣🤣🤣🤣🤣,0,101,27,3.740740740740741,0,0,5,teri behan yaar idar rundi k bachy time teri man k sath soya hua hon yahan behan chudwa hey
152,abhi fahad mustafa aa kar bolta unique ki bike kisko chaiye to sab ki awaz nikalti bc crowd may fotgi ho gai thi kya 😂,0,94,25,3.76,0,0,0,abhi fahad mustafa aa bolta unique bike kisko chaiye sab awaz nikalti bc crowd fotgi
153, shazaib apni baji ko b bejna han aurat march ma agr itne he zruri hai to,0,57,16,3.5625,0,0,0,shazaib apni baji b bejna aurat march ma agr itne zruri
154,"doing rundi ronay 24/7:  -koi gf ban jaye, koi tu gf ban jaye  also me when a girl is being nice to me:  -ap to meri api ki trha ho",1,99,30,3.3,0,0,3,rundi ronay 247 koi gf ban jaye gf ban jaye girl nice ap meri api trha
155,maa chudaaye deepika randi,0,23,4,5.75,0,0,0,maa chudaaye deepika randi
156,jamiyey.halala ki aulaad,0,22,3,7.333333333333333,0,0,1,jamiyeyhalala aulaad
157,  mery pas kuch tweets k ss b thy jin ko dakh kar main bohat hansi thi 🌚🌚🌚😂😂😂😂,1,60,17,3.5294117647058822,0,0,0,mery pas tweets k ss b jin dakh bohat hansi
158, bhai main b ghareeb tu b ghareeb.   acha bura naseeb ka sab se bara ghareeb ka.,1,62,16,3.875,0,0,2,bhai b ghareeb b ghareeb bura naseeb sab bara ghareeb
159,ab ye bhi bol do bsdk ki iska baap bhi school ka headmaster hai,0,50,14,3.5714285714285716,0,0,0,ye bol bsdk iska baap school headmaster
160,foreign dramas: story plot narrative moral character development intriguing situations  pakistani dramas: randi rona randi rona randi rona randi rona randi rona  mazeed randi rona,0,153,25,6.12,0,0,0,foreign dramas story plot narrative moral character development intriguing situations pakistani dramas randi rona randi rona randi rona randi rona randi rona mazeed randi rona
161,is salman se koi ye to puchho ki mahira or aarti se jyada irritate krta h kya usko asim.kya plan le k aata h ye randwa har bar,0,99,28,3.5357142857142856,0,0,1,salman ye puchho mahira aarti jyada irritate h usko asimkya plan k aata h ye randwa har bar
162,  achaw bhaya cigrate churwany wala charus pe lga gya😛,1,44,9,4.888888888888889,0,0,0,achaw bhaya cigrate churwany charus lga gya
163,allah pak aapko sehat de aur aap rashmi ko khud yeh btaao k aapne uske liye twitter join kiya tha,1,78,20,3.9,0,0,0,allah pak aapko sehat aap rashmi khud btaao k aapne uske twitter join kiya
164,dil sambhal ja zara bhenchod!,0,25,5,5.0,0,0,0,dil sambhal zara bhenchod
165,  christine teri buddhi...ph****,0,28,3,9.333333333333334,0,0,1,christine teri buddhi ph
166, han mn bh...itni achhi diagrams bnati th k mam taref kiy bna nahi rehti th,1,60,15,4.0,0,0,1,mn bh itni achhi diagrams bnati th k mam taref kiy bna nahi rehti th
167, yeh ku nhn bta rahy k unky baf aese na ahil aye jo sirf dosrn ki buraiyan dhondte hen apne koi achar ka kam nhn kr skty,1,93,27,3.4444444444444446,0,0,0,ku nhn bta rahy k unky baf ahil sirf dosrn buraiyan dhondte hen apne achar kam nhn skty
168,aap kiska intjar kr rhe yha so jao 😛😅,1,29,9,3.2222222222222223,0,0,0,aap kiska intjar rhe yha jao
169,charsi khan se to achi hi he 👊,0,23,8,2.875,0,0,0,charsi khan achi
170,bhenchod sab mil kay chutiya bna rahe hain,0,35,8,4.375,0,0,0,bhenchod sab kay chutiya bna rahe
171,nisa bharwi hum teeno kay beech mai mat ao randi please,0,45,11,4.090909090909091,0,0,0,nisa bharwi teeno kay beech mai mat ao randi
172,mujh se to na ye long paragraphs likhy jaty hain or na he parhy jaty hain.,1,59,16,3.6875,0,0,1,mujh ye long paragraphs likhy jaty parhy jaty
173, baat to aap ki sach hai maggar hota aaisa hi hai,1,38,11,3.4545454545454546,0,0,0,baat aap sach maggar aaisa
174,so apke acc apne frnz k secrets game mein use krna sahi hai?,1,48,13,3.6923076923076925,0,0,0,apke acc apne frnz k secrets game mein use sahi
175, bara..chota toh mar k bhi koi kaam nhi karta..🙄,1,39,9,4.333333333333333,0,0,2,bara chota toh mar k kaam nhi karta
176, galt kiya ma ny,1,12,4,3.0,0,0,0,galt kiya ma
177,  2018 k election ma tehreek labaiak ko kafi vote para na 118 ma aur dosra rai aslam.kharal mpa ki seat pe ejaz shah k neechy tha baradari ka vote bhe taqseem hua dr sahiba ka is leye bht km margin se hari ha dr sahiba aur dhandli factor ko bhe nzr andaaz nh kiya ja skta,1,214,56,3.8214285714285716,0,0,3,2018 k election ma tehreek labaiak vote para 118 ma dosra rai aslamkharal mpa seat ejaz shah k neechy baradari vote bhe taqseem hua dr sahiba leye bht margin hari ha dr sahiba dhandli factor bhe nzr andaaz nh kiya skta
178, main mar gya hun..kuch din pehly depressed soul sy name change kia hy,1,57,13,4.384615384615385,0,0,1,mar din pehly depressed soul change kia
179, clever hona b zroori h aj kal k doar mein  loyality abhi ap ny daikhi ni,1,56,16,3.5,0,0,0,clever hona b zroori h aj kal k doar mein loyality abhi ap daikhi ni
180,ik toh ab mujhe yahoodi bacha lagta hai,0,32,8,4.0,0,0,0,ik toh mujhe yahoodi bacha lagta
181, umar fukriyan word punjabi people use karte hai .kabhi kabhi muze lagta hai tum dono brothers punjab se  hi ho.,1,91,20,4.55,0,0,2,umar fukriyan word punjabi people use karte kabhi kabhi muze lagta tum brothers punjab
182,  saeee tere pass mai ho hi naa jaun🙂,1,28,8,3.5,0,0,0,sae tere pass mai naa jaun
183,  exactly jab yeh bat meri dost ki aur meri hai toh tum kon?,1,46,13,3.5384615384615383,0,0,0,exactly jab bat meri dost meri toh tum kon
184,ap bh kiya yad rakhyn gy k kis sakhii bhen sy pala para apka😂😂,1,49,14,3.5,0,0,0,ap bh kiya yad rakhyn k sakhii bhen pala para apka
185, jagh sb hi rahe hote singal social media pe nazar ate ar engaged apni partner k sth busy hote 😂😂,1,77,20,3.85,0,0,0,jagh rahe hote singal social media nazar ate ar engaged apni partner k sth busy hote
186,"tab tweet karna yaad nahi aaya jab ""islamic jehad"" group ne 200 rocket mare. sanatani hor yahoodi kya insaan nahi hain, unke bacche nahi hain kya.  shanti se rahenge, ""kehna hor rehna"" alag alag matlab hota hai.  ""karoge to bharoge"" allah ka niyam hai.🙏",1,208,44,4.7272727272727275,0,0,7,tab tweet yaad nahi aaya jab islamic jehad group 200 rocket mare sanatani hor yahoodi insaan nahi unke bacche nahi shanti rahenge kehna hor rehna alag alag matlab karoge bharoge allah niyam hai
187,aja gashti ab tere pics or tujhe insta py randi k naam se famous krta hun gashti aurat,0,69,18,3.8333333333333335,0,0,0,aja gashti tere pics tujhe insta py randi k naam famous gashti aurat
188,chl rundi k bachay khadray😂😂😂😂,0,26,5,5.2,0,0,0,chl rundi k bachay khadray
189,rt : 14 feb k liye room mile ga?????  beth k rona hai😌😌🙄  single hun bhae😂😂😂😂😂✌😌,1,63,16,3.9375,0,0,1,14 feb k room mile beth k rona hai single bhae
190,"halala ki paidaish , andha hai  buddhe dikh nahin raha ki ye kisi ki shadi ka video hai.",0,70,18,3.888888888888889,0,0,2,halala paidaish andha buddhe dikh nahin ye kisi shadi video
191,11 11 ka koi rola na dalay,1,20,7,2.857142857142857,0,0,2,11 11 rola dalay
192,bc mujhe ye reply kyo de tha h.😡 maine to full negativity ki thi.,0,52,14,3.7142857142857144,0,0,2,bc mujhe ye reply kyo h maine negativity
193, kaisy third class log hain ye..? ye kbhi sharminda b hon gy?,0,49,12,4.083333333333333,0,0,1,kaisy class log ye ye kbhi sharminda b hon
194,junrs say bna k rkhni chahiye....grad k bad bht kaam aatay hain ye chotay log,1,63,15,4.2,0,0,1,junrs bna k rkhni chahiye grad k bad bht kaam aatay ye chotay log
195,rundi kisi kunjri ki aulaad,0,23,5,4.6,0,0,0,rundi kisi kunjri aulaad
196,  karma hits hard  ye jo dehshat gardi hai iss k peechaywardi hai,0,51,12,4.25,0,0,0,karma hits hard ye dehshat gardi iss k peechaywardi
197,oh wao you made your slogan yes i know you are a bts ka hijra 😂🤘,0,49,16,3.0625,0,0,0,oh wao slogan yes know bts hijra
198,not even a single soul.  i repeat  not a single person.   ju ja rha hai.. darwaza band kar k jaye..! . ,1,78,21,3.7142857142857144,0,0,5,single soul repeat single person ju darwaza band k jaye
199,yahi to randdi hone ka saboot hai,0,27,7,3.857142857142857,0,0,0,yahi randdi hone saboot
200, shayad kisi ki yaad ma,1,18,5,3.6,0,0,0,shayad kisi yaad ma
201, 😂 ab pata chal gya hua hai,1,20,7,2.857142857142857,0,0,0,pata hua
202,bssss dekhe mene abhi rundi rona krte hue,0,34,8,4.25,0,0,0,bs dekhe mene abhi rundi rona krte hue
203,along with akhrot,1,15,3,5.0,0,0,0,akhrot
204,dafan ho gaye watan se gaddari karne wale.. ab chahy barsi manao ya matam.. yahi anjaam hoga watan se gaddari karne walo ka  #article6forptmleadership ,0,126,24,5.25,1,0,3,dafan gaye watan gaddari karne wale chahy barsi manao matam yahi anjaam hoga watan gaddari karne walo article6forptmleadership
205,inh koh majaa aata hai........tabhiii nahi mangii halala and triple talaq seh azzaaddiiii........,0,85,13,6.538461538461538,0,0,2,inh koh majaa aata tabhi nahi mangii halala triple talaq seh azzaaddi
206,babur ki najayaz aulade hai ye sab.  jinke khadan wale dar kr sanatan chhor diye aur islamist ban gye. ab ye log hi bhaunk rhe hai.,0,105,26,4.038461538461538,0,0,3,babur najayaz aulade ye sab jinke khadan wale dar sanatan chhor diye islamist ban gye ye log bhaunk rhe
207, try to forget what happened... nhi hoga tow na sahi,1,42,10,4.2,0,0,1,try forget happened nhi hoga tow sahi
208, mehboob jab bar bar samnay aye tou dil me dard sa hota hai us se bachne ky liye log pehle migration krte thay ab block kr dete hain.,1,105,28,3.75,0,0,1,mehboob jab bar bar samnay dil dard sa bachne ky log pehle migration krte block dete
209, are dimag se andhe..do you know how to handle such situation?? to avoid any misshappening police start conversation and try to calm the situation..mujhe to lagta hai ki ye tum jaise logo ka hi plant kiya hua hathyar hai...,0,184,39,4.717948717948718,0,0,3,dimag andhe know handle situation avoid misshappening police start conversation try calm situation mujhe lagta ye tum jaise logo plant kiya hua hathyar
210,bc inka anthem sun kr kaanon ka cancer ho gaya ha🤣🤣🤣🤣🤣🤣🤣🤣,0,47,11,4.2727272727272725,0,0,0,bc inka anthem sun kaanon cancer ha
211, tum he hoe,1,8,3,2.6666666666666665,0,0,0,tum hoe
212,"calling someone qadiani, yahoodi, making fun of his wife, u turn khan, selected, homosexual, and you hadn't had a foggiest notion of whats wrong with it. now all of sudden you woke up for bilawal... remember tractor trolly ???",1,188,39,4.82051282051282,0,0,8,calling qadiani yahoodi making fun wife u turn khan selected homosexual nt foggiest notion whats wrong sudden woke bilawal remember tractor trolly
213,randi nasal waly adki ki pehchan yahi hoti hai fake pic upload kr k propaganda krna madarchod,0,77,17,4.529411764705882,0,0,0,randi nasal waly adki pehchan yahi hoti fake pic upload k propaganda madarchod
214,"i wish a film is made on the plight of forcefully castrated males by wives ,girlfriends and hijra mafia.these men are forced to live lives worse than death.even their own parents disown them.only  a case of grievous injury caused by  weapon is registered against offender #chappak",1,233,46,5.065217391304348,1,0,4,wish film plight forcefully castrated males wives girlfriends hijra mafiathese men forced live lives worse deatheven parents disown themonly case grievous injury caused weapon registered offender chappak
215,aree bhenchod teri maki aakk...akshay daar gaya or rohit bolkar date change karyodiya...chota star chakki ko mention pe bhi nahi kara canadien ,0,121,22,5.5,0,0,2,aree bhenchod teri maki aakk akshay daar rohit bolkar date change karyodiya chota star chakki mention nahi kara canadien
216,madam khud ki knowledge durust kro. kitne link mene tumko diye h halala case ke jisme aurat pregnant ho gayi h.,1,91,21,4.333333333333333,0,0,2,madam khud knowledge durust kro kitne link mene tumko diye h halala case ke jisme aurat pregnant gayi h
217,"samajh sakta hu tumhara dard charsi.  ab tumhe joke bhi nahi samajhta to main kya karu, madarsa main teacher to nahi lag sakta na.",0,106,24,4.416666666666667,0,0,3,samajh sakta hu tumhara dard charsi tumhe joke nahi samajhta karu madarsa teacher nahi lag sakta
218,o stupid insan.. molana bss apni kursi k liye niklta hy or bss pakistan ki hakomat k khilaaf. is yahodi agent k dill main na koi islam ki mohbat hy or na he pakistan ki,0,134,35,3.8285714285714287,0,0,2,o stupid insan molana bss apni kursi k niklta bss pakistan hakomat k khilaaf yahodi agent k dill islam mohbat pakistan
219, pata chaly wo mazak men galy par jaey 😂😂,1,32,9,3.5555555555555554,0,0,0,pata chaly mazak men galy jaey
220,sorry. would rather give that 1 rupee to a beggar than this charsi  .,0,55,14,3.9285714285714284,0,0,3,sorry 1 rupee beggar charsi
221,resign kar kyun nahi dete? ??😛😛 ,1,26,6,4.333333333333333,0,0,0,resign kyun nahi dete
222,launda phaans liya randi,0,21,4,5.25,0,0,0,launda phaans liya randi
223,aunty aap sunni shia barelvi ahmedi etc etc etc  kya ho🤔,0,45,11,4.090909090909091,0,0,0,aunty aap sunni shia barelvi ahmedi ho
224,is haftay bht hi ajeeb ajeeb cheezain samny ayee kuch din phly pta chla paras ki b army hh aj pta chla mahira k b faans hai #shehbaazonfire,1,112,28,4.0,1,0,0,haftay bht ajeeb ajeeb cheezain samny ayee din phly pta chla paras b army hh aj pta chla mahira k b faans shehbaazonfire
225, maray mam key choice iteney bury niye jo tum ko pasand kar ly,0,49,13,3.769230769230769,0,0,0,maray mam key choice iteney bury niye tum pasand ly
226,are to jao behan mene kha na tum asim ko support kro me kha kh rhi hu ki usko support mt kro ya sana ko support kro tumhari jo marzi kro bs mera peecha chod do bhen faltu ka jhagada kr k kya milega tumhe,1,159,45,3.533333333333333,0,0,0,jao behan mene kha tum asim support kro kha kh rhi hu usko support mt kro sana support kro tumhari marzi kro bs mera peecha chod bhen faltu jhagada k milega tumhe
227, ye to un hi ko pta,1,13,6,2.1666666666666665,0,0,0,ye pta
228,yes.. pta nhi bc sidnaaz ka drama kyu ni khtm kr rhe ye log  #nomoresidnaaz,0,60,15,4.0,1,0,1,yes pta nhi bc sidnaaz drama kyu ni khtm rhe ye log nomoresidnaaz
229,yahi hijra teri maa per charha to tu peda hua,0,36,10,3.6,0,0,0,yahi hijra teri maa charha peda hua
230,"ek bat bataun, reply karne se moat nahi ati kardia karo bhenchod.(2)",0,57,12,4.75,0,0,3,ek bat bataun reply karne moat nahi ati kardia karo bhenchod 2
231,"herbal medicine se sujan to nahi jaati par dard ka ahsaas khatam ho jata hai, after lathi charge. it helps them alot. wo dekhe nahi aapne charsi socks sungte rehte hai ? same cheez.",1,148,34,4.352941176470588,0,0,4,herbal medicine sujan nahi jaati dard ahsaas khatam lathi charge helps alot dekhe nahi aapne charsi socks sungte rehte cheez
232, satya bhai samjh ni i mujhe k ap ko aisa q lagta he?  is our #hero,1,50,16,3.125,1,0,0,satya bhai samjh ni mujhe k ap aisa q lagta hero
233,madarchod teri gand mari randi chood tere muh me kutte ka lund gadhe ki jhant fafund wale lund ke,0,79,19,4.157894736842105,0,0,0,madarchod teri gand mari randi chood tere muh kutte lund gadhe jhant fafund wale lund ke
234,bandr killa 😂😂😂😂😂,1,15,3,5.0,0,0,0,bandr killa
235,"ye bhosdiwale hai , inko dusro se nafrat hi sikhayi gayi hai , inhe bataya gaya hai dusre mazhab ke log jahannum me jayenge or inke mazhab ke suurma logo jannat me ko 72 virgin ladkiyo se nawaza jayega",0,163,39,4.17948717948718,0,0,3,ye bhosdiwale inko dusro nafrat sikhayi gayi inhe bataya dusre mazhab ke log jahannum jayenge inke mazhab ke suurma logo jannat 72 virgin ladkiyo nawaza jayega
